transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN004000,M28156,978-0-963955-55-5,2023-12-09,2024-01-05,BR009
TXN004001,M47316,978-0-865960-45-9,2025-04-08,2025-04-22,BR015
TXN004002,M96977,978-0-368422-12-6,2025-01-05,2025-01-24,BR003
TXN004003,M89954,978-0-857703-98-9,2025-05-27,2025-06-24,BR001
TXN004004,M29299,978-1-785584-42-8,2024-10-24,2024-11-15,BR013
TXN004005,M29216,978-0-956526-66-3,2024-05-07,,BR005
TXN004006,M82170,978-0-440014-44-7,2025-09-12,2025-10-03,BR007
TXN004007,M19542,978-0-709918-90-5,2024-05-22,,BR004
TXN004008,M73167,978-1-263201-67-0,2024-10-17,2024-11-08,BR002
TXN004009,M29099,978-0-865263-65-9,2025-01-10,2025-01-29,BR013
TXN004010,M54151,978-1-255539-71-2,2024-04-09,2024-05-06,BR013
TXN004011,M35171,978-0-620052-33-7,2024-06-29,2024-07-07,BR007
TXN004012,M87019,978-1-294015-32-1,2025-08-21,2025-08-30,BR005
TXN004013,M92056,978-0-697329-72-1,2025-07-15,,BR014
TXN004014,M31527,978-0-779020-46-1,2025-08-14,,BR004
TXN004015,M97518,978-0-425226-30-8,2024-10-06,2024-11-05,BR007
TXN004016,M61024,978-0-957210-60-8,29/05/2024,2024-06-23,BR001
TXN004017,,978-0-172827-28-5,29/11/2024,,BR002
TXN004018,M35340,978-0-547107-41-7,2024-02-20,2024-03-18,  BR006 
TXN004019,M13340,978-1-322086-79-8,2025-02-10,2025-02-12,BR002
TXN004020,M90224,978-1-776456-61-1,2023-12-13,2024-01-02,BR002
TXN004021,M19589,978-0-859490-77-1,11/03/2025,,BR006
TXN004022,M63449,978-0-862067-11-3,2025-07-04,2025-07-11,BR014
TXN004023,M86344,978-0-496230-59-4,2025-04-13,2025-04-18,BR011
TXN004024,M16592,978-0-215380-11-1,2025-01-10,2025-01-19,BR004
TXN004025,M12204,978-0-238599-41-5,2025-01-21,2025-01-31,BR008
TXN004026,M61214,978-0-380658-28-2,2025-02-08,2025-03-09,BR012
TXN004027,M28314,978-0-930892-11-1,17/02/2024,2024-03-10,BR013
TXN004028,M27043,978-0-668716-53-6,2025-07-08,,BR006
TXN004029,M22067,978-0-312149-27-7,2024-04-23,2024-05-20,BR008
TXN004030,M72146,978-1-896573-82-3,2025-02-18,,BR015
TXN004031,M31098,978-1-955076-30-2,2024-11-01,2024-11-26,BR015
TXN004032,M44543,978-1-322086-79-8,2024-08-24,2024-09-11,BR015
TXN004033,M44445,978-1-447871-71-2,2024-11-13,2024-11-28,BR004
TXN004034,M40423,978-0-355652-17-8,2025-02-09,2025-02-20,BR003
TXN004035,M56907,978-1-757966-79-5,2024-06-18,2024-07-18,BR003
TXN004036,M62600,978-0-122238-15-4,2025-09-07,2025-09-22,  BR009 
TXN004037,M11394,978-0-671098-47-6,2025-03-21,2025-04-12,BR015
TXN004038,M23324,978-0-636391-63-5,2024-01-05,,BR003
TXN004039,M24761,978-0-101269-38-4,2024-03-18,2024-04-04,BR007
TXN004040,M97770,978-0-337686-64-1,2025-04-25,2025-05-14,BR008
TXN004041,M55215,978-1-254535-55-5,2024-11-19,2024-11-22,BR004
TXN004042,M97539,978-1-336856-97-4,11/25/2023,2023-11-27,BR005
TXN004043,M32111,978-1-820126-24-8,2025-07-08,,BR006
TXN004044,M61850,978-1-277795-24-0,2024-10-24,2024-10-28,BR001
TXN004045,M66512,978-0-206678-46-3,2024-06-25,2024-07-02,BR001
TXN004046,M99397,978-1-179995-88-5,2024-09-17,2024-10-05,BR002
TXN004047,M24192,978-1-224099-56-8,2024-09-16,2024-10-12,BR015
TXN004048,M75491,978-0-145452-87-2,2025-06-29,2025-07-02,BR003
TXN004049,M11836,978-0-286717-64-9,2024-04-18,,BR011
TXN004050,M74431,978-1-728738-33-8,2023-11-08,2023-11-14,BR010
TXN004051,M23413,978-1-257517-95-4,2024-09-13,2024-09-27,BR005
TXN004052,M32494,978-1-755106-46-9,02/03/2024,2024-02-19,BR006
TXN004053,M89494,978-1-208970-44-9,2024-10-05,2024-11-01,BR013
TXN004054,M40360,978-1-793875-57-0,01/02/2025,2025-02-05,BR009
TXN004055,M77541,978-1-950100-19-4,2025-01-01,2025-01-15,BR011
TXN004056,M13821,978-0-255863-93-3,2025-03-07,2025-03-31,BR010
TXN004057,M13003,978-0-435812-28-7,07/24/2025,2025-08-17,BR012
TXN004058,M93447,978-1-568394-71-8,2024-07-02,2024-07-06,BR011
TXN004059,M69450,978-0-218661-83-5,2024-01-01,2024-01-17,BR001
TXN004060,M40926,978-1-862008-45-8,17/08/2025,2025-08-22,BR009
TXN004061,M12026,978-0-194840-51-4,2024-07-03,2024-07-08,BR001
TXN004062,M21056,978-0-290706-59-2,2024-06-08,2024-06-29,BR003
TXN004063,M55783,978-1-434826-73-2,09/29/2025,,BR003
TXN004064,M61558,978-1-604667-98-1,19/04/2025,2025-05-14,BR011
TXN004065,M53915,978-1-730973-91-8,2024-04-25,2024-05-17,BR008
TXN004066,M44722,978-1-244935-93-8,11/24/2024,2024-12-11,BR003
TXN004067,M95367,978-0-501798-63-7,2025-02-13,,BR003
TXN004068,M84792,978-1-664917-78-1,2024-06-30,2024-07-15,BR010
TXN004069,M87879,978-1-658339-78-0,2025-01-30,2025-02-24,BR009
TXN004070,M99373,978-0-503310-20-2,2025-02-19,2025-03-09,BR007
TXN004071,M47854,978-1-652542-83-4,2025-09-06,,BR014
TXN004072,M30753,978-0-837246-21-5,2024-11-13,,BR015
TXN004073,M53369,978-0-479279-10-7,2024-12-21,2024-12-29,BR010
TXN004074,M96810,978-0-991913-12-1,2025-09-10,2025-09-30,BR007
TXN004075,M42869,978-1-685498-70-2,2025-06-02,2025-06-12,BR005
TXN004076,M89376,978-0-215507-17-4,2025-05-15,2025-06-02,BR012
TXN004077,M92511,978-1-478387-27-5,2024-10-02,2024-10-17,  BR002 
TXN004078,M92059,978-1-582752-28-0,2024-05-12,2024-06-06,BR008
TXN004079,M14692,978-1-354276-36-5,2024-08-21,,BR008
TXN004080,M33467,978-0-158579-27-6,2024-12-05,2024-12-18,BR009
TXN004081,M72600,978-0-829578-28-7,2024-08-27,2024-09-02,BR013
TXN004082,M13436,978-1-868691-13-5,2025-02-24,2025-03-21,BR008
TXN004083,M20222,978-1-489739-16-2,2024-04-23,2024-05-15,BR002
TXN004084,M70477,978-0-794940-84-3,2024-09-27,2024-10-15,BR009
TXN004085,M29649,978-0-599988-86-6,2024-10-24,2024-11-10,  BR010 
TXN004086,M75172,978-0-131652-28-6,2024-06-12,2024-06-17,BR003
TXN004087,M51958,978-1-248140-20-8,2023-10-22,2023-11-15,BR004
TXN004088,M15004,978-0-180808-11-5,2023-11-06,2023-11-23,BR009
TXN004089,M10085,978-1-256989-33-2,2025-09-29,2025-10-25,BR003
TXN004090,M41127,978-1-879677-27-2,2025-07-15,2025-07-16,BR012
TXN004091,M96975,978-1-593024-62-8,2024-02-26,2024-03-10,BR006
TXN004092,M59930,978-1-565540-92-7,2025-02-01,2025-02-20,BR006
TXN004093,M15022,978-1-322086-79-8,2024-11-20,2024-12-19,BR002
TXN004094,M81010,978-0-400699-24-0,2024-12-11,2024-12-23,BR012
TXN004095,M45169,978-0-162915-92-3,2025-05-28,2025-06-12,BR015
TXN004096,M87803,978-0-733521-32-4,2024-08-01,2024-08-28,  BR003 
TXN004097,M90135,978-0-111395-60-8,2024-01-29,2024-02-03,BR011
TXN004098,M99591,978-1-812930-68-6,2025-04-05,2025-05-01,BR010
TXN004099,M61299,978-1-699853-74-0,2025-06-19,2025-06-26,BR004
TXN004100,,978-1-843810-39-1,2025-10-01,2025-10-05,BR015
TXN004101,M54588,978-1-264417-44-5,2025-04-08,,BR005
TXN004102,M99198,978-0-646833-58-3,2025-04-07,2025-04-18,BR003
TXN004103,M73347,978-0-879233-37-2,2023-11-30,2023-12-19,BR006
TXN004104,M32525,978-1-749114-17-3,2024-10-01,2024-10-24,BR010
TXN004105,M39133,978-0-511346-33-0,2024-05-27,2024-06-08,BR010
TXN004106,M23398,978-0-956223-98-2,2025-06-10,2025-07-03,BR009
TXN004107,M61277,978-1-600607-50-9,2025-08-23,2025-09-08,BR001
TXN004108,M78017,978-1-967438-58-7,2025-08-26,2025-09-13,BR007
TXN004109,M52516,978-1-322086-79-8,2024-09-25,2024-10-20,BR006
TXN004110,M99142,978-0-157327-57-1,2024-06-02,2024-06-09,BR005
TXN004111,M50189,978-1-304189-44-8,2025-01-31,2025-03-01,BR002
TXN004112,M77149,978-0-209471-19-1,2024-10-02,2024-10-06,BR002
TXN004113,M73074,978-1-732490-52-9,2023-10-26,,BR003
TXN004114,M78359,978-0-351165-46-7,07/17/2024,2024-07-26,BR006
TXN004115,M14940,978-0-667875-23-4,2025-01-29,2025-02-08,BR006
TXN004116,M21561,978-0-322203-86-0,2024-05-20,2024-06-16,BR008
TXN004117,M52960,978-0-893270-49-0,2024-12-30,2025-01-11,BR004
TXN004118,M91183,978-0-678490-35-8,28/11/2024,2024-12-22,BR014
TXN004119,M78750,978-0-352009-44-9,2024-10-02,2024-10-30,BR013
TXN004120,M51591,978-1-322086-79-8,2024-10-31,2024-11-28,BR010
TXN004121,M29619,978-0-697817-82-2,2024-08-02,2024-08-12,BR011
TXN004122,M21421,978-1-322086-79-8,2024-04-12,2024-04-25,  BR006 
TXN004123,,978-0-691123-71-4,2025-03-09,2025-03-26,BR002
TXN004124,M71982,978-0-150382-50-8,2025-04-06,2025-04-11,BR010
TXN004125,M72654,978-1-322086-79-8,2023-11-20,2023-12-18,BR006
TXN004126,M77404,978-0-423595-11-6,2025-09-14,2025-09-27,BR014
TXN004127,M31337,978-1-888193-46-6,18/11/2024,2024-12-14,BR015
TXN004128,M66118,978-1-624514-34-0,2024-07-10,2024-07-29,BR006
TXN004129,M76380,978-1-888363-60-9,2024-12-20,2025-01-04,BR013
TXN004130,M46639,978-1-235808-99-9,2024-05-05,2024-05-28,BR003
TXN004131,M54287,978-0-447412-62-8,2023-12-18,2023-12-27,BR012
TXN004132,M80955,978-0-626570-29-3,2025-06-14,2025-06-26,BR012
TXN004133,M51592,978-0-715698-58-7,26/02/2024,2024-03-03,BR014
TXN004134,M75802,978-1-714841-14-1,2024-04-18,2024-04-21,BR010
TXN004135,M66112,978-1-269054-29-4,2024-01-20,2024-02-17,BR001
TXN004136,M10820,978-1-182578-90-7,2025-06-02,2025-06-12,BR001
TXN004137,M58824,978-0-853362-39-5,2025-05-18,2025-05-26,BR010
TXN004138,M19535,978-0-946699-97-1,2024-07-21,2024-08-17,BR003
TXN004139,M25169,978-0-906172-30-8,2024-06-21,2024-06-28,BR014
TXN004140,M10730,978-1-569217-26-9,2024-08-02,,BR008
TXN004141,M36750,978-1-404969-56-8,2024-07-26,2024-08-01,  BR007 
TXN004142,M99390,978-1-141956-97-5,01/02/2024,2024-02-18,BR005
TXN004143,M78785,978-1-350725-36-2,2025-08-13,2025-09-05,BR007
TXN004144,M74307,978-0-259804-82-6,2025-01-19,2025-02-18,BR014
TXN004145,M39109,978-1-202137-11-4,2024-04-27,2024-05-12,BR015
TXN004146,M48360,978-0-903541-49-7,2024-10-16,2024-10-21,BR003
TXN004147,M58010,978-0-623147-22-1,2024-03-01,2024-03-31,BR012
TXN004148,M58343,978-1-428957-31-2,2024-05-22,2024-06-17,BR002
TXN004149,M32658,978-1-269316-18-7,2024-07-30,2024-08-23,BR013
TXN004150,M27527,978-1-704516-56-1,2024-03-24,2024-04-13,  BR002 
TXN004151,M28771,978-1-193563-19-0,2025-08-08,,BR011
TXN004152,M49959,978-0-845175-68-2,2025-05-02,2025-05-03,BR001
TXN004153,M21776,978-1-596250-42-0,2025-09-07,2025-09-13,BR007
TXN004154,M36733,978-1-781880-27-2,2023-12-29,2024-01-16,BR008
TXN004155,M31634,978-0-696360-72-5,11/03/2024,2024-11-06,BR007
TXN004156,M97183,978-0-481128-46-2,2025-03-15,2025-03-27,BR013
TXN004157,M72924,978-1-528902-89-2,2024-08-14,2024-08-26,BR005
TXN004158,M83667,978-0-562241-56-1,2024-01-05,2024-01-10,BR008
TXN004159,M84870,978-1-491835-20-3,2025-04-17,2025-04-20,BR006
TXN004160,M76968,978-1-630519-67-4,2024-02-20,2024-03-06,BR014
TXN004161,M60123,978-1-815711-15-2,2025-01-11,2025-01-15,BR009
TXN004162,M61445,978-0-877039-41-9,02/02/2024,2024-02-17,BR014
TXN004163,M25850,978-0-262070-23-2,2024-05-17,,BR003
TXN004164,M38189,978-1-494077-30-3,2025-05-11,2025-05-18,BR013
TXN004165,M83988,978-1-995304-19-9,2025-04-16,2025-05-16,BR003
TXN004166,M13836,978-0-507081-69-6,2025-01-29,2025-02-17,BR003
TXN004167,M90584,978-0-465887-69-9,2025-04-12,2025-04-16,BR007
TXN004168,M65980,978-1-773693-78-1,2025-10-07,2025-10-10,BR011
TXN004169,M93932,978-1-214419-20-8,2024-04-24,2024-05-02,BR009
TXN004170,M31831,978-0-867324-23-5,06/08/2024,2024-06-16,BR006
TXN004171,M85707,978-1-905533-65-7,2025-04-09,2025-04-27,BR009
TXN004172,M50378,978-0-521024-52-5,08/04/2025,2025-08-25,BR002
TXN004173,M70689,978-0-432697-53-5,2025-05-16,2025-05-22,BR015
TXN004174,M61522,978-1-322964-99-7,2023-11-04,2023-11-13,BR001
TXN004175,M43278,978-1-219879-45-8,12/10/2025,2025-11-04,BR013
TXN004176,M25267,978-1-140141-79-2,2024-04-06,2024-05-04,BR008
TXN004177,M86318,978-0-592796-28-4,2024-06-08,2024-06-23,BR003
TXN004178,M19159,978-0-435740-82-5,2024-09-02,2024-10-01,BR006
TXN004179,M88105,978-0-730275-58-9,2024-02-01,2024-02-25,BR009
TXN004180,M24747,978-0-947808-56-3,2025-01-12,2025-01-23,BR012
TXN004181,M28124,978-1-596405-37-0,2023-12-01,2023-12-18,BR009
TXN004182,M41854,978-0-321766-12-0,2024-08-30,2024-09-24,BR001
TXN004183,M22917,978-1-382956-42-0,2024-08-03,2024-08-29,BR006
TXN004184,M17115,978-0-187651-28-8,2023-10-19,,BR003
TXN004185,M15828,978-0-387210-61-2,2025-01-31,2025-02-26,BR009
TXN004186,M99917,978-0-412828-67-6,2025-01-17,2025-02-14,BR009
TXN004187,M84569,978-1-650269-37-5,2025-09-11,2025-10-05,BR011
TXN004188,M58784,978-1-293020-16-6,2025-05-07,2025-05-28,BR006
TXN004189,M80122,978-0-549350-53-8,2024-04-29,2024-05-29,BR001
TXN004190,M15300,978-1-272525-35-4,2024-01-27,2024-02-04,BR005
TXN004191,M60836,978-1-539459-71-2,2025-08-16,2025-09-11,BR014
TXN004192,M85215,978-1-661519-98-8,2024-01-30,,BR008
TXN004193,M31365,978-0-830532-65-0,2024-06-07,2024-07-06,BR014
TXN004194,M22264,978-1-322086-79-8,22/04/2025,2025-04-28,BR003
TXN004195,M86923,978-1-826559-83-5,2025-01-27,,BR011
TXN004196,M49687,978-1-962994-11-8,2025-01-18,2025-02-11,BR005
TXN004197,M77027,978-0-181588-95-5,2024-09-09,2024-10-09,BR010
TXN004198,M10643,978-0-439458-95-5,2025-01-19,,BR008
TXN004199,M87789,978-1-114875-29-6,10/03/2025,2025-10-08,BR010
TXN004200,M62142,978-1-322086-79-8,2025-06-11,2025-06-15,BR003
TXN004201,M37164,978-1-254650-73-9,2024-02-05,2024-02-28,BR014
TXN004202,M70338,978-1-219125-96-8,2024-09-24,2024-09-26,BR013
TXN004203,M25095,978-1-375568-76-0,2025-01-26,2025-01-30,BR012
TXN004204,M24773,978-0-572445-26-3,2025-08-17,2025-08-23,BR002
TXN004205,M15485,978-1-769952-84-7,2024-07-30,,BR012
TXN004206,M27824,978-0-138258-37-5,2023-11-08,2023-11-25,BR011
TXN004207,M67361,978-0-540586-99-8,2024-10-15,2024-11-08,BR004
TXN004208,M38061,978-1-322086-79-8,2024-03-09,2024-03-22,BR010
TXN004209,M54212,978-0-730134-58-9,2025-05-05,2025-05-20,BR001
TXN004210,M95278,978-0-464994-36-7,2024-06-23,2024-07-10,BR013
TXN004211,M23582,978-0-812641-83-7,2024-02-29,2024-03-04,BR013
TXN004212,M21809,978-0-488241-56-0,2025-07-05,2025-07-18,BR013
TXN004213,M91965,978-0-416611-49-6,2024-12-21,2024-12-22,BR015
TXN004214,M85553,978-0-833287-73-1,2024-01-26,2024-02-05,BR003
TXN004215,M59227,978-1-534166-62-2,02/28/2025,2025-03-07,BR014
TXN004216,M58067,978-1-469320-79-3,2024-09-14,2024-10-11,BR006
TXN004217,M18653,978-1-648583-52-0,2024-01-30,2024-02-25,BR012
TXN004218,M38130,978-0-284354-68-6,2024-09-25,2024-09-30,BR010
TXN004219,M86475,978-1-491246-32-0,2025-03-17,2025-03-25,BR001
TXN004220,M69471,978-0-669128-65-9,2024-10-01,2024-10-31,BR005
TXN004221,M57056,978-1-398873-94-0,2024-09-28,2024-10-08,BR009
TXN004222,M27083,978-1-764909-46-4,2024-08-19,2024-08-22,BR001
TXN004223,M30469,978-1-322086-79-8,2025-09-04,2025-09-18,BR008
TXN004224,M26136,978-0-191876-23-3,2023-12-02,2023-12-20,BR003
TXN004225,M74861,978-0-781180-12-2,2025-05-11,2025-05-13,BR003
TXN004226,M68079,978-1-208711-73-8,2024-03-25,2024-04-22,BR002
TXN004227,M87438,978-1-322086-79-8,2024-03-14,2024-04-11,BR004
TXN004228,M46883,978-0-764299-66-7,2023-11-05,2023-11-16,  BR015 
TXN004229,M44217,978-0-800144-47-0,2025-06-29,2025-07-21,BR003
TXN004230,M92802,978-1-322162-38-6,2025-10-08,2025-11-05,BR004
TXN004231,M47415,978-1-322086-79-8,2023-11-25,2023-12-15,BR001
TXN004232,M57603,978-1-678381-58-5,04/04/2025,2025-04-23,BR007
TXN004233,M93864,978-0-305059-70-5,2025-04-09,2025-04-19,BR007
TXN004234,M91645,978-0-467645-69-3,2023-12-19,2024-01-13,BR008
TXN004235,M55617,978-1-960270-92-4,2024-04-10,2024-04-18,BR007
TXN004236,M42935,978-1-107974-57-9,2025-09-23,2025-10-19,BR002
TXN004237,M42912,978-0-632216-46-8,2024-01-22,2024-02-09,BR001
TXN004238,M17785,978-1-790677-43-6,2024-07-25,2024-07-29,BR013
TXN004239,M15076,978-1-979214-63-6,2024-01-29,2024-02-24,BR013
TXN004240,M64076,978-0-104359-63-1,2024-07-21,2024-07-30,BR002
TXN004241,M21793,978-0-116284-13-6,2024-11-18,2024-12-06,BR007
TXN004242,M11720,978-0-928909-57-9,2024-11-11,2024-11-23,BR013
TXN004243,M68688,978-1-451367-31-7,2024-05-16,,BR010
TXN004244,M24179,978-1-353578-81-1,2024-10-02,,BR012
TXN004245,M21067,978-1-302019-88-4,2025-04-04,2025-04-08,BR001
TXN004246,M42309,978-1-968797-16-4,05/04/2025,2025-04-08,BR012
TXN004247,M16265,978-1-235130-91-5,2024-05-27,2024-06-13,BR005
TXN004248,M46116,978-1-863481-32-8,2024-04-17,2024-04-23,BR004
TXN004249,M24969,978-1-433578-76-2,2024-06-26,,BR001
TXN004250,M67028,978-0-558648-39-8,2024-08-19,2024-09-10,BR009
TXN004251,M56574,978-0-844515-26-7,2024-06-12,2024-06-21,BR012
TXN004252,M75034,978-1-322086-79-8,2023-12-10,2023-12-21,BR002
TXN004253,M36078,978-0-762113-83-5,2024-07-09,2024-07-16,BR013
TXN004254,M89555,978-1-983981-90-6,2024-04-18,2024-05-03,BR014
TXN004255,M43321,978-1-978012-80-6,2025-03-09,2025-04-05,BR015
TXN004256,M29518,978-0-438065-36-9,2024-08-11,,BR010
TXN004257,M41529,978-0-197795-13-2,2025-08-03,2025-08-04,BR012
TXN004258,M14205,978-1-112098-90-1,2025-06-30,2025-07-14,BR005
TXN004259,M23129,978-0-129169-89-5,04/12/2025,2025-04-13,BR006
TXN004260,M18888,978-0-699569-58-3,2025-02-07,2025-02-23,BR001
TXN004261,M97364,978-0-878399-26-0,2025-04-08,2025-04-09,BR015
TXN004262,M95865,978-1-765282-90-0,2024-09-21,2024-10-09,BR004
TXN004263,M18905,978-1-295617-40-1,2024-11-28,2024-12-26,BR010
TXN004264,M92716,978-0-411345-34-1,2025-05-25,,BR010
TXN004265,M42675,978-0-861593-58-3,2025-07-28,,BR012
TXN004266,M32560,978-1-322086-79-8,2024-02-10,2024-02-12,BR010
TXN004267,M87286,978-1-791281-16-8,2024-10-10,2024-10-26,BR014
TXN004268,M61773,978-1-186993-28-7,2025-04-02,2025-04-23,BR009
TXN004269,M39318,978-0-769396-84-2,29/04/2024,2024-05-14,BR004
TXN004270,M99804,978-0-216320-68-0,2025-09-16,2025-10-04,BR007
TXN004271,M48353,978-0-212278-28-2,2024-07-10,2024-07-14,BR015
TXN004272,M29456,978-1-374721-33-3,2024-07-25,2024-08-10,BR005
TXN004273,M72900,978-0-181140-73-3,2025-07-31,2025-08-06,BR004
TXN004274,M52247,978-1-979037-36-5,2024-07-24,2024-08-10,BR004
TXN004275,M97783,978-1-205561-72-5,2024-04-02,2024-05-02,BR005
TXN004276,M24934,978-0-533843-19-0,16/09/2025,2025-09-19,BR008
TXN004277,M44617,978-1-756075-19-1,2024-06-29,2024-07-21,BR007
TXN004278,M28293,978-1-322086-79-8,2024-09-27,,BR008
TXN004279,M70390,978-0-820724-63-8,2024-12-15,2024-12-19,BR009
TXN004280,M21668,978-1-428817-91-3,2024-02-19,2024-03-12,BR014
TXN004281,,978-1-322086-79-8,2023-11-09,2023-11-18,BR013
TXN004282,M22462,978-1-947825-30-7,10/20/2024,2024-11-15,BR015
TXN004283,M20969,978-0-413267-11-5,2025-06-07,2025-06-27,BR011
TXN004284,M84915,978-0-791710-82-1,2025-04-20,2025-05-15,BR009
TXN004285,M86639,978-0-222900-53-1,04/01/2025,2025-01-07,BR003
TXN004286,M68255,978-1-607417-88-0,2024-11-13,2024-11-30,BR012
TXN004287,M92045,978-0-266082-76-7,03/11/2023,2023-11-20,BR005
TXN004288,M14002,978-1-227500-34-4,2024-04-16,,BR014
TXN004289,M81646,978-0-661988-12-1,2024-10-14,2024-11-01,BR015
TXN004290,M28119,978-0-326813-56-0,2023-10-21,2023-11-19,BR002
TXN004291,M56668,978-0-327496-13-7,2024-02-06,2024-02-25,BR012
TXN004292,M67718,978-1-245295-38-3,2024-05-04,2024-05-05,BR006
TXN004293,M80660,978-0-863094-98-9,2025-04-02,,BR013
TXN004294,M80791,978-1-322086-79-8,2025-07-18,2025-08-09,BR008
TXN004295,M22281,978-0-380589-45-6,2024-04-18,2024-05-01,BR003
TXN004296,M83849,978-1-308915-21-0,2025-07-08,2025-08-02,BR010
TXN004297,M94928,978-1-842479-80-3,2023-11-19,2023-12-18,BR015
TXN004298,M75494,978-1-589730-73-1,2024-01-20,2024-01-26,BR010
TXN004299,M88630,978-1-637559-61-1,2025-08-18,2025-08-23,BR009
TXN004300,M70733,978-0-362241-32-7,2024-03-14,2024-04-05,BR007
TXN004301,M72539,978-0-820431-45-1,2025-06-21,2025-07-10,BR001
TXN004302,M56483,978-1-207892-84-1,2023-12-20,2024-01-15,BR002
TXN004303,M21591,978-1-273699-36-8,2024-03-17,2024-03-31,BR007
TXN004304,M15769,978-1-554527-67-0,2024-02-16,2024-02-22,BR009
TXN004305,M73898,978-1-725297-44-9,2023-12-09,2023-12-27,BR015
TXN004306,M83162,978-1-753169-23-7,2025-09-26,2025-09-30,BR012
TXN004307,M70324,978-1-550167-35-1,16/03/2025,2025-04-07,BR014
TXN004308,M94040,978-1-492125-90-7,2024-12-05,2025-01-03,BR005
TXN004309,M89265,978-0-571233-31-1,2025-10-11,2025-11-07,BR012
TXN004310,M89930,978-0-636196-42-1,2024-09-23,2024-10-02,BR009
TXN004311,M90190,978-1-407729-87-9,2025-07-15,2025-07-25,BR005
TXN004312,M29882,978-1-517654-13-9,2024-01-01,2024-01-12,BR001
TXN004313,M23396,978-0-288643-51-9,2025-09-05,2025-09-17,BR003
TXN004314,M86021,978-1-929314-33-1,2024-07-18,2024-07-27,BR014
TXN004315,M81122,978-1-357234-19-5,2025-09-24,2025-10-13,BR001
TXN004316,M39098,978-0-788866-57-9,2023-11-30,2023-12-17,BR007
TXN004317,M39878,978-1-252085-50-2,2025-09-05,2025-09-14,BR015
TXN004318,M61798,978-0-110100-50-0,2024-05-16,2024-06-05,BR013
TXN004319,M85464,978-0-851622-52-1,2023-12-09,2023-12-12,BR001
TXN004320,M21689,978-0-587982-82-1,2024-07-26,2024-07-30,BR004
TXN004321,M86873,978-1-343949-81-2,2025-05-18,2025-06-09,BR012
TXN004322,M88602,978-0-504321-46-7,2025-08-11,2025-09-08,BR003
TXN004323,M36813,978-0-652874-37-2,2025-01-12,2025-01-28,BR002
TXN004324,M63429,978-0-688207-45-8,2025-05-19,2025-05-27,BR006
TXN004325,M15739,978-0-701828-92-9,2024-01-02,2024-01-06,BR006
TXN004326,M62508,978-1-815267-65-9,09/10/2025,2025-10-10,  BR014 
TXN004327,M31702,978-1-952905-50-6,2024-12-13,2024-12-29,BR005
TXN004328,M28958,978-0-306698-16-3,2025-02-15,,BR010
TXN004329,M51665,978-1-622873-15-9,2025-07-03,2025-07-13,BR014
TXN004330,M45861,978-1-322086-79-8,2024-11-11,2024-12-09,BR010
TXN004331,M18281,978-1-541699-25-0,2024-09-12,2024-10-12,BR012
TXN004332,M18563,978-0-574779-31-1,29/08/2024,2024-09-18,BR003
TXN004333,M80548,978-1-719887-59-5,2025-08-19,2025-09-06,BR009
TXN004334,M80915,978-0-704413-12-2,08/21/2025,,BR012
TXN004335,M62521,978-1-118702-92-5,2025-01-05,2025-01-14,BR009
TXN004336,M20435,978-0-584202-46-5,2025-01-20,2025-01-24,BR007
TXN004337,M39684,978-0-982526-61-3,2024-10-24,2024-11-06,BR010
TXN004338,M92128,978-0-659380-77-7,2023-10-14,2023-11-03,BR005
TXN004339,M96922,978-0-453778-92-3,2024-05-09,2024-06-01,BR013
TXN004340,M86253,978-0-172827-70-4,2024-10-05,2024-10-15,BR010
TXN004341,M76417,978-0-970161-63-5,2024-06-04,2024-07-02,BR005
TXN004342,M21835,978-1-388016-50-0,2025-08-04,2025-08-15,  BR010 
TXN004343,M96495,978-1-322086-79-8,2024-10-19,2024-11-12,BR002
TXN004344,M88526,978-1-519791-20-7,2024-10-14,2024-11-08,BR001
TXN004345,M72620,978-1-617806-88-9,2025-09-16,2025-09-29,BR004
TXN004346,M15831,978-0-512433-48-0,2024-09-20,2024-10-04,BR002
TXN004347,M99491,978-1-617300-92-9,2025-10-01,2025-10-19,BR004
TXN004348,M82776,978-0-984028-57-3,2023-10-30,2023-11-07,BR004
TXN004349,M63843,978-0-130710-38-3,28/12/2024,2025-01-14,BR011
TXN004350,M85925,978-0-965553-11-7,27/07/2025,2025-08-09,BR006
TXN004351,M73636,978-1-322086-79-8,2024-12-13,2025-01-03,BR001
TXN004352,M85025,978-0-210242-51-3,02/21/2024,2024-03-11,BR003
TXN004353,M42796,978-1-337336-31-4,2023-12-12,2023-12-25,BR005
TXN004354,M99444,978-0-300445-57-2,2025-01-27,2025-02-24,  BR013 
TXN004355,M82974,978-0-821673-16-4,2025-09-20,2025-09-22,BR007
TXN004356,M52844,978-1-923073-15-9,2025-04-22,2025-05-19,BR005
TXN004357,M50729,978-0-150335-48-1,2024-11-07,2024-12-02,BR014
TXN004358,M68077,978-0-376537-52-2,2025-05-28,,BR015
TXN004359,M69063,978-1-383023-99-2,2025-04-27,2025-05-05,BR005
TXN004360,M35203,978-0-244455-84-2,10/04/2024,2024-04-24,BR013
TXN004361,M27151,978-1-225725-26-8,2023-11-14,2023-12-10,BR013
TXN004362,M63010,978-1-255190-84-5,2024-10-16,2024-11-06,BR013
